Code,Consignee Name,Customs Importer Classification,Primary Address,Delivery Address,primary_address,Primary Contact,Default UNLOCO
FIQTRAMNL,FIQ TRADING COMPANY INC.,,,,,,PHMNL
TRENDWMNL,TRENDWELL,,,,,,PHMNL
HEACHISHA,HEAD CHINA,,,,,,CNSHA
220TAPMNL,"220 TAPS N' TILES, INC.",,,,,,PHMNL
KAYMACMNL,KAYA MACHINERIES OPC,,,,,,PHMNL
HINMOTMNL,HINO MOTORS PHILIPPINES CORPORATION,,,,,,PHMNL
CHIINTMNL1,CHINA INTERNATIONAL WATER & ELECTRIC CORP.,,,,,,PHMNL
HOMESSNYC,"HOME ESSENTIALS & BEYOND, INC.",,,,,,USNYC
BEACLOMNL,THE BEAUTY CLOSET INC.,,,,,,PHMNL
VULATEJNB2,VULATEL (PTY) LTD,,,,,,ZAJNB
EASWESBOM,EAST WEST SEEDS INDIA PVT LTD,,,,,,INBOM
TORSYSJAX,TORK SYSTEMS INC.,,,,,,USJAX
INTRECZBO,"INTCO RECYCLING RESOURCES CO., LTD.",,,,,,CNZBO
RIFPAPLAX,RIFLE PAPER CO.,,,,,,USLAX
PROSUPLGB,PROACTIVE SUPPLY CHAIN GROUP LAX LL,,,,,,USLGB
PANEQUMNL,PANDORA EQUIPMENT SPECIALIST CORPORATION,,,,,,PHMNL
HOTSTOMNL,HOTEL STOTSENBERG,,,,,,PHMNL
MATINTCAR,MATTHEWS INTL COSTA RICA SRL,,,,,,CRCAR
OFFESSMNL,"OFFICE ESSENTIALS SYSTEMS FURNITURE, INC",,,,,,PHMNL
HEXNUTTUT,HEXAGON NUTRITION (INTERNATIONAL) PVT LTD.,,,,,,INTUT
NINSONNGB,NINGBO SONGMILE PACKAGING CO. LTD.,,,,,,CNNBO
SUPINCMNL,SUPPLIER INCALSYS METROLOGY & LABORATORY SERVICE INC.,,,,,,PHMNL
EDGSOFMNL,"EDGE SOFT GOOD SOLUTIONS, INC.",,,,,,PHMNL
HENSIGXIY,"HENAN SIGNI VALVE CO., LTD",,,,,,CNXIA
MEGMASMNL,MEGA MASTELINK FABRICATOR AND ELECTRICAL CORP,,,,,,PHMNL
IFEGLODER,IFERN GLOBAL PARA PHARMACEUTICAL TRADING L.L.C,,,,,,AEDER
MALPOWMNL,MALITA POWER INC,,,,,,PHMNL
SHEHONSZXAFE,"SHENZHEN HONGQDA LOGSITICS CO.,LTD",,,,,,CNSNZ
GREAMEMNL,GREEN AMENETIES,,,,,,PHMNL
ZODPOOLAX,ZODIAC POOL SYSTEMS LLC,,,,,,USLAX
DURDENHAM,DURR DENTAL SE,,,,,,DEHAM
MADHONSTO,MADAM HONG IMPORT EXPORT,,,,,,SESTO
BONFOOBKK,BONDI FOODS CO,,,,,,THBKK
BRIMACMNL,BRIGHTON MACHINERY CORP (BMC),,,,,,PHMNL
CHIINTCAN1,"CHINDE INTERNATIONAL CO., LTD",,,,,,CNGGZ
EXPTRASELAFE,EXPO TRANS INC.,,,,,,KRSEL
TAALAFCEB,TA-ALA FARMS INC,,,,,,PHCEB
BININTHBG,BINDER INTERNATIONAL GMBH & CO. KG,,,,,,DEHBG
EMESPZBZG,EMED SP. Z O.O. SP.,,,,,,PLBZG
GATNONMNL,"GAGABO-AN, ENRICO JR. BELINARIO",,,,,,PHMNL
EPIPHIMNL,"EPIROC PHILIPPINES, INC.",,,,,,PHMNL
MULINDJKT1,PT. MULTIMODATRANS INDONESIA,,,,,,IDJKT
MODTEAQLD,MODERN TEACHING AIDS PTY LTD,,,,,,AUQLD
MIGINTMNL1,MIGUELITOS INT'L CORPORATION,,,,,,PHMNL
SUZZHOSUU,"SUZHOU ZHONGMAOZHU CONTAINER CO.,LTD.",,,,,,CNSUU
TOORDESLC,"TO THE ORDER OF JP MORGAN CHASE BANK, N.A",,,,,,USSLC
PAROPCMNL,PARTSVILL OPC,,,,,,PHMNL
WTGCONCEB,WTG CONSTRUCTION DEVELOPMENT CORPORATION,,,,,,PHCEB
TAINIPMNL1,TAIYO NIPPON SANSO CORPORATION,,,,,,PHMNL
ZHOPULHEB,"ZHONGHONG PULIN MEDICAL PRODUCTS CO., LTD",,,,,,CNHEB
ZHEXUECNA,"ZHEJIANG XUECUN REFRIGERATION EQUIPMENT CO.,LTD.",,,,,,CNCNA
TAYIIRRMQ,TA YI IRON WORKS CO. LTD.,,,,,,TWTXG
FASPURONA,FASTENAL COMPANY PURCHASING,,,,,,USONA
ICEATL,ICE SERVICES LLC,,,,,,USATL
TEELIAKUL,M/S TEE LIAN KENG CO SDN BHD,,,,,,MYKUL
UZKJSCTAS,UZKOJE JSC,,,,,,UZTAS
AAALARMNL,A.A ALARILLA CONSTRUCTION CO INC,,,,,,PHMNL
MARDOOMON,MARTINS COMPANY D.O.O.,,,,,,BRMON
EFLOGIAFE,"EF LOGIS CO., LTD",,,,,,KRSEL
CONMABMEX,CONTROLADORA MABE SA DE CV,,,,,,MXMEX
SIMELEBSL,SIMPEX ELECTRONIC AG,,,,,,CHBSL
ENVSCOMNL,ENVIRO SCOPE SYNERGY INC,,,,,,PHMNL
MAXMROBOM,MAX MRO SERVICES PRIVATE LIMITED,,,,,,INBOM
SLODOOLJU,SLOWATCH D.O.O.,,,,,,SILJU
TANPORMNL,TANYA PORQUEZ,,,,,,PHMNL
JCMEURFRA,JCM EUROPE GMBH,,,,,,DEFRA
SKYCARDXB,SKYLINK CARGO SERVICES LLC,,,,,,AEDXB
COMGROMNL,COMMON GROUND INT'L INC.,,,,,,PHMNL
STAINTMNL,STARLINK INTERNET SERVICES,,,,,,PHMNL
ESQCORMNL,ESQUIRETECH CORP,,,,,,PHMNL
APPMACMNL,APPLIED MACHINING,,,,,,PHMNL
PGYSPEMNL,PGY SPECIALIZED GOODS TRADING,,,,,,PHMNL
TOPLIFMNL,TOP LIFEGEAR MARKETING,,,,,,PHMNL
SRYMFGMNL,SRY MFG CORP,,,,,,PHMNL
HAYINDMNL,HAYAMA INDUSTRIAL CORPORATION,,,,,,PHMNL
OMIJKGMNL,OMI-JKG PHILIPPINES INC.,,,,,,PHMNL
ALLSHASHA,"ALLTEK COMPANY SHANGHAI, LTD.",,,,,,CNSHA
APLLOGMNL1,APL LOGISTICS PHILS. INC (FORMERLY: APL LOGISTICS INC),,,,,,PHMNL
HOEDOOTSN,"HOERMANN TIANJIN DOOR PRODUCTION CO., LTD.",,,,,,CNTNJ
KUEYUHRMQ,KUEN YUH MACHINERY ENGINEERING CO. LTD.,,,,,,TWTXG
YOKYOSTYO,MS. YOKO YOSHIOKA,,,,,,JPTYO
MCCCITMNL,MCC-CITICORE CONSTRUCTION INC.,,,,,,PHMNL
GOLFTIORD,GOLFTINI INC,,,,,,USORD
ACCDLEMNL,ACCIONA -DL E&C JV,,,,,,PHMNL
THROFTIAH,THRUSTMASTER OF TEXAS,,,,,,USHOU
AWINEMNL,A WINE COMPANY,,,,,,PHMNL
HOMEOPCEB,HOMEOPTIONS INC,,,,,,PHCEB
AIRLIQCEB,AIR LIQUIDE,,,,,,PHCEB
MOTIMAMNL,MOTOR IMAGE PILIPINAS INC.,,,,,,PHMNL
TRI888MNL,TRIPLE 888 INDUSTRIAL TRADING CORP.,,,,,,PHMNL
TECHMEAFE,TECHMER LTD,,,,,,ILTLV
ENRGIORMI,ENRICO GIOTTI SPA,,,,,,ITRMI
TRAFINTLV,TRANSCLAL FINE ARTS LTD,,,,,,ILTLV
CISMERSFO,CISCO MERAKI C/O DCL ONTARIO,,,,,,USSFO
SYSINTMNL,SYSU INTERNATIONAL INC.,,,,,,PHMNL
ANHHESSHA,"ANHUI HESHUN ENVIRONMENTAL TECHNOLOGY GROUP CO., LTD",,,,,,CNSHA
XUZELEMNL,XUZHONG ELECTRONIC TECHNOLOGY PHIL INC.,,,,,,PHMNL
FALTOOCJB,FALCON TOOLINGS,,,,,,INCJB
STEWINMNL,STELLA WINE IMPORT CORPORATION,,,,,,PHMNL
CARALEMNL,CARL ALEXIS F. CAYANAN,,,,,,PHMNL
SPAVITMNL,SPARK AND VITALICY AESTHETIC CORP.,,,,,,PHMNL
PRIPACMNL1,PRIME PACIFIC FOODS CORPORATION,,,,,,PHMNL
ONESTOPRY,ONE STOP CURIOS,,,,,,ZAPRY
CARGONAFE,CARGONET LTD,,,,,,CHBSL
AFONEWAFE,"AFORE NEW ENERGY TECHNOLOGY (SHANGHAI) CO., LTD",,,,,,CNSGH
OCMRECGE2,O.C.M RECANZONE SRL,,,,,,ITGE2
AYNNUYAFE,AYNI NUYDA,,,,,,PHMNL
EURTECMNL,EURONET TECHNOLOGY SERVICES INC.,,,,,,PHMNL
MIRISLMLE,MIRIHI ISLAND RESORT,,,,,,MVMLE
MAVSYSDFW,MAVENIER SYSTEMS INC,,,,,,USDAL
MICEURARN,MICROGROUP EUROPE AB,,,,,,SEARN
PAJUNKZGB,PAJUNK GMBH,,,,,,DEZGB
EPISOUJKT,PT EPIROC SOUTHERN ASIA,,,,,,IDJKT
HOLHKTHKG,"HOLYLIGHT (H.K.) TRADING CO., LIMITED",,,,,,HKHKG
FASPRIMNL,FAST PRIME TRANSPORT CORP.,,,,,,PHMNL
TPPPOWMNL,TPP POWER INC.,,,,,,PHMNL
RESENGHKG,RESEARCH ENGINEERING DEVELOPMENT FAÇADE CONSULTANTS LIMITED,,,,,,HKHKG
CHAVISHIF,CHARITY VISION INTERNATIONAL,,,,,,USHIF
NANOINTYO,NANOINOVATION INC.,,,,,,JPTYO
SYNPHIMNL1,SYNETCOM PHILIPPINES INC,,,,,,PHMNL
THERMOADT,THERMOGREEN SL,,,,,,ESADT
RIECOMDUS,RIEDEL COMMUNICATION GMBH & CO. KG,,,,,,DEDUS
KUENAGSIN,KUEHNE + NAGEL PTE. LTD.,,,,,,SGSIN
XRUSTSYD,X-RUST,,,,,,AUSYD
SURBIOGES,SURALLAH BIOGAS VENTURES CORP,,,,,,PHGES
ATLADCATL,ATLANTA DC,,,,,,USATL
IBEINDMNL,IBEX INDUSTRIAL SALES INC.,,,,,,PHMNL
MGLGLOPKG,MGL GLOBAL LOGISTICS SDN. BHD,,,,,,MYPKG
TTSUPEYVR,T & T SUPERMARKET INC.,,,,,,CAVAN
AMEMETMDW,AMERICAN METALCRAFT INC.,,,,,,USCHI
MWHTRACEB,MWH TRADING CORPORATION,,,,,,PHCEB
BRIDESBNE,BRISTLEBRUSH DESIGNS PTY. LTD.,,,,,,AUBNE
ALTFAIMNL1,ALTA FAIRS AND EXHIBITS CORPORATION,,,,,,PHMNL
CHIRETLAX,"CHICOS RETAIL SERVICES, INC.",,,,,,USLAX
IBCOMMIXY,IB COMMUNICATION,,,,,,INIXY
ARDENTMNL,ARDENT ENTERPRISES OPC,,,,,,PHMNL
SF6SOLMNL,SF6 SOLUTIONS SPECIALIST CORPORATION,,,,,,PHMNL
UNIPROMNL,UNIMEX PROCESS & ENERGY GROUP INC,,,,,,PHMNL
PANENEJSU,"PANASONIC ENERGY (WUXI) CO.,LTD.",,,,,,CNJSU
SOUISLCVE,SOUTHERN ISLANDS ENTERPRISES INC,,,,,,PHCVE
JGCPHIMNL,JGC PHILIPPINES INC.,,,,,,PHMNL
EPIDRIIAH,EPIROC DRILLING SOLUTIONS LLC,,,,,,USHOU
ALLCENMNL,ALLOY CENTRAL INC.,,,,,,PHMNL
SANPHIVZA,SANY PHILIPPINES INC.,,,,,,PHVZA
CENMANMNL,CENTRO MANUFACTURING CORP,,,,,,PHMNL
POWSOLMNL,POWEREDGE SOLUTIONS PHILS INC,,,,,,PHMNL
TIPESTMNL,TIPCO ESTATES CORPORATION,,,,,,PHMNL
LAKVARMNL,"SALVANIA, JAMES AARON MOLATO",,,,,,PHMNL
ASUPHIMNL,ASUS PHILIPPINES CORPORATION,,,,,,PHMNL
JSFRA,JS GROUP GMBH,,,,,,DEFRA
FIREPRMNL,FIREPROFESSIONALS(FIREPRO) INC.,,,,,,PHMNL
MASBECMXP,MASSIMILIANO BECUTI,,,,,,ITMXP
CHIINTMNL2,CHINA INTERNATIONAL WATER AND ELECT,,,,,,PHMNL
GUAXINFOS,"GUANGDONG XINGPU ENERGY SAVING LIGHT CO., LTD",,,,,,CNFOS
HENRYDUS,HENRY GMBH,,,,,,DEDUS
KONEPHMNL,KONECRANES (PH )INC.,,,,,,PHMNL
CHRRAZMNL,CHRISTIAN RAZON GONZALEZ,,,,,,PHMNL
MULINTJKT,PT. MULTIGUNA INTERNATIONAL PERSADA,,,,,,IDJKT
GREMONHKG,GREEN MONDAY INTERNATIONAL LIMITED,,,,,,HKHKG
DEVTRAHAN,DEVYT TRADING AND LOGISTICS COMPANY LIMITED,,,,,,VNHAN
SAUARAMKC,SAUDI ARABIAN AIRLINES,,,,,,PHMKC
3EELEKAFE,3E ELEKTRO OPTIK SISTEMLER SAN VE TIC LTD STI,,,,,,TRIST
INMBRAORD,INMUSIC BRANDS INC,,,,,,USORD
GRODSOMNL,GRON DSOLUTIONS INC,,,,,,PHMNL
PROXPRMNL,PROZONE XPRESS LOGISTICS INC.,,,,,,PHMNL
BEKPILMNL,BEKO PILIPINAS CORPORATION,,,,,,PHMNL
JELMERMNL1,"GAMBA, JELYN MERCED",,,,,,PHMNL
HIGFORMNL,HIGHSTACK FORWARD INC.,,,,,,PHMNL
SOUTHGMNL,SOUTHGLOBAL CORPORATION,,,,,,PHMNL
CARROMMNL,CARLOS ROMERO-SALAS STREEGAN,,,,,,PHMNL
SLCDISSLC,SLC DISTRIBUTION CENTER BLACK DIAMOND EQUIPMENT LTD.,,,,,,USSLC
UNIINTMNL1,UNIQUE INTERNATIONAL EXPORT CO.,,,,,,PHMNL
PINBINPNU,"PINGHU BINDEX MACHINERY CO.,LTD",,,,,,CNPNU
GEVPHIAFE,GEVME PHILIPPINES TECHNOLOGIES CORPORATION,,,,,,PHMNL
TARIDETLV,TAR IDEAL CONCEPTS-ISRAEL,,,,,,ILTLV
ITALSBGOA,ITALCER SPA SB,,,,,,ITGOA
OVELOGAFE,OVERSEAS LOGISTIC MADRID,,,,,,ESMAD
SDFOODMNL,S&D FOOD PRODUCTS,,,,,,PHMNL
CANAANYVR,CANAAN GROUP,,,,,,CAVAN
CIBLIFMNL1,CIBES LIFT PHILLIPINES INC.,,,,,,PHMNL
JEVINTMNL,"MONSARVAS, MILYN SANTOS",,,,,,PHMNL
EASFORHKG,EASTERN FORUM (FAR EAST) CO. LTD.,,,,,,HKHKG
SATPHIMNL1,SATECO PHILIPPINES INC.,,,,,,PHMNL
POLKORAFE,"POL KOREA CO., LTD.",,,,,,KRICN
COCCOLDVO1,COCA-COLA DAVAO PLANT II,,,,,,PHDVO
CEPENEMNL,CEPALCO ENERGY SERVICES CORPORATION,,,,,,PHMNL
QUALOGMNL1,QUADCORE LOGISTICS SERVICES CORPORATION,,,,,,PHMNL
ASIMOBMNL,ASIS MOBILITY TECHNOLOGIES PHILIPPINES INC.,,,,,,PHMNL
JEEPNECAN,JEEPNEY,,,,,,CNGGZ
DUSDECSTO,DUSTY DECO AB,,,,,,SESTO
BELSHIMNL,BELLPORT SHIPPING CORPORATION,,,,,,PHMNL
INTNHDAAR,INTERNATIONAL N&H DENMARK APS,,,,,,DKAAR
VIEEMBMNL,VIETNAM EMBASSY,,,,,,PHMNL
SEALUXCVE,SEA LUXURY BRANDS INC.,,,,,,PHCVE
BIGBENMNL1,BIG BEN CONSTRUCTION,,,,,,PHMNL
DAUGHTJFK,DAUGHTERS GROUP LLC,,,,,,USJFK
OPELIBLAX,OPEN LIBRARY MANAGEMENT LLC,,,,,,USLAX
COSSHIAFE,COSCO SHIPPING AIR FREIGHT (SHANGHAI) CO. LTD,,,,,,CNSHA
JEMTRONYC,JEMTRONIX,,,,,,USNYC
THEUSALAX,THERMALTAKE USA INC,,,,,,USLAX
OHSOHEMNL,OH SO HEALTHY CORPORATION,,,,,,PHMNL
LEDEEKHAM,LEDERKRAM E.K.,,,,,,DEHAM
HALPACJKT,PT. HALDIN PACIFIC SEMESTA,,,,,,IDJKT
DOROPEDVO,MRS. DOROTHY PE,,,,,,PHDVO
ELEKTRPRG,ELEKTROLINE A.S,,,,,,CZPRG
LUCTRIMNL,LUCKY TRIUMPH ELECTRICAL ENTERPRISES INC.,,,,,,PHMNL
PATDISMNL,PATAGONIA DISTRIBUTION INC,,,,,,PHMNL
PRIMACMNL1,PRIMACE CORPORATION,,,,,,PHMNL
MARHOTKWI,MARROOK HOTEL SUPLIES,,,,,,KWKWI
BAYCROITM,BAYER CROPSCIENCE K.K.,,,,,,JPOSA
DKSPERSGN,"DKSH PERFORMANCE MATERIALS VIETNAM CO., LTD.",,,,,,VNSGN
MATLENMNL,MATSING LENS TECHNOLOGY PHILIPPINES,,,,,,PHMNL
AGOABHGE2,AGO SRL- ABHIKA,,,,,,ITGE2
DASMACAFE,"DASAN MACHINERIES CO., LTD.",,,,,,KRICN
ANCINGLAX,"ANCHOR INGREDIENTS CO., LLC",,,,,,USLAX
LEETRATGG,LEESK TRADING,,,,,,MYTGG
TOCKENMNL,TOCHIGI-KEN TECHNOLOGIES INTERNATIONAL INC.,,,,,,PHMNL
INTPACLAX,"INTER PACIFIC EXPRESS, INC.",,,,,,USLAX
MECCIAESM,MECANOGRAFICA CIA LTDA,,,,,,ECESM
SIEDECMXH,SIEMENS S.A. DE C.V,,,,,,MXZLO
KWIAUTSHA,KWINGTONE AUTO ENGINEERING SHANGHAI LIMITED,,,,,,CNSGH
NSGLOGBTZ,NSGLOG,,,,,,TRBTZ
TIABIBWUQ,"TIANJIN BIBOSCH INTELLIGENT TECHNOLOGY CO.,LTD.",,,,,,CNWUQ
WORLOGMNL1,WORLDWIDE LOGISTICS PHILIPPINES SOLUTIONS INC,,,,,,PHMNL
GRASENMKG,GRAY & COMPANY/ SENECA FOODS CORPORATION,,,,,,USMKG
CHRDIGLGB,"CHRISTIE DIGITAL SYSTEMS USA, INC",,,,,,USLGB
GRAMACKHI,GRAY MACKENZIE RESTAURANT INTERNATIONAL LTD,,,,,,PKKHI
STOLEIAFE,STOTSENBERG LEISURE PARK AND HOTEL CORPORATION,,,,,,PHMNL
FLUMISHAM,FLUID MISCH- UND,,,,,,DEHAM
GLENAIAFE,GLENAIR INC.,,,,,,USLAX
ONELIMBTG,ONE LIMA TOWER,,,,,,PHBTG
VINSANKNA,VINA SANTA CAROLINA S.A.,,,,,,CLKNA
AVATRAMNL1,AVANCE TRADING AND DISTRIBUTION INC,,,,,,PHMNL
MANBEAMNL,MANIC BEAUTY TRADING CORPORATION,,,,,,PHMNL
VULATEJNB,VULATEL (PTY) LTD.,,,,,,ZAJNB
VULATEJNB1,VULATEL PTY. LTD.,,,,,,ZAJNB
EARLABMNL,EARTH LAB POWER 4 ALL INC,,,,,,PHMNL
GERREBMDW,GERRY REBELLO,,,,,,USCHI
SCIPROGIS,SCITECH PRODUTOS MEDICOS SA,,,,,,BRGIS
JWAMKTMNL,JWARSAW MKTG AND SERVICES,,,,,,PHMNL
ATATECMNL,ATARASHII TECHNOLOGIES INTERNATIONAL,,,,,,PHMNL
KCCPROGES,KCC PROPERTY HOLDINGS INC,,,,,,PHGES
MANLOGMNL,MANCON LOGISTICS SERVICES INC.,,,,,,PHMNL
CANJUVMNL,"CANTOR, JUVY FIGURA",,,,,,PHMNL
MOBMOBMEL,MOBA MOBILE,,,,,,AUMEL
ZHEJIAAFE,"ZHEJIANG JIADE PACKING MACHINERY CO., LTD.",,,,,,CNZHE
GILENTMNL,"GILAMAR ENTERPRISES, INC.",,,,,,PHMNL
HSHCHEBTS,HSH CHEMIE SK S.R.O.,,,,,,SKBTS
ESTWINMNL,ESTATE WINE,,,,,,PHMNL
KODPREMNL,KODEC PRECISION INC.,,,,,,PHMNL
RONYINRNG,"RONCHENG YINHAI AQUATIC CO.,LTD.",,,,,,CNRNG
ECELECBUD,EC ELECTRONICS NETHERLANDS BV,,,,,,HUBUD
METRASTYO,METRAS INC,,,,,,JPTYO
PESAUSPER,PESTWEST AUSTRALIA PTY LTD,,,,,,AUPER
BJMARTMNL,BJ MARTHEL INTERNATIONAL INC.,,,,,,PHMNL
EZSINFMNL,EZSVS INFORMATION TECHNOLOGY INC.,,,,,,PHMNL
TRANETMDW,"TRANSFORMERS NETWORK, INC. DBA PHOENIX INTERNATIONAL FREIGHT SERVICES, INC.",,,,,,USCHI
GENDISMNL1,GENTEC DISTRIBUTION CORP.,,,,,,PHMNL
INTASIMAC,INTERBLOCK ASIA PACIFIC PTY LTD.,,,,,,CNMAC
MARSYSMEA,MARCOM SYSTEMS FZ,,,,,,EGMEA
EVOLOGHKG,EVOLVE LOGISTICS,,,,,,HKHKG
LITXPRMNL,LITE XPRESS INT'L INC.,,,,,,PHMNL
CHATLINMNL,"CHARTER LINK LOGISTICS PHILIPPINES, INC",,,,,,PHMNL
ARMJESCEB,ARMIE JESALVA FOUNDATION INC.,,,,,,PHCEB
HAIHAOHIN,"HAINING HAOQIANG TEXTILES CO.,LTD.",,,,,,CNHIN
CUSESSEWR,CUSTOM ESSENCE,,,,,,USEWR
R21FRECEB,R21 FREIGHT INTERNATIONAL LOGISTICS CORP.,,,,,,PHCEB
BESPACHKG1,BEST PACIFIC TEXTILE LMITED,,,,,,HKHKG
THWITTAAH,TH WITT KAAELTEMASCHINENFABRIK GMBH,,,,,,DEAAH
AUTSYSMNL,AUTOPROPACK SYSTEMS CORPORATION,,,,,,PHMNL
TIPTIEBRF,TIPPER TIE TECHNOPACK GMBH,,,,,,DEBRF
COCCOLMAN,COCA-COLA EUROPACIFIC ABOITIZ PHILIPPINES INC.,,,,,,PHMAN
TAIRONTZU,TAIZHOU RONGYI IMP. & EXP. LTD.,,,,,,CNTZU
HARCONMDW,HARTLAND CONTROLS LLC,,,,,,USCHI
ICOEQUMNL,"ICON EQUIPMENT SOLUTIONS PHILIPPINES, INC.",,,,,,PHMNL
BOOONLMNL,"BOOZE ON-LINE, INC.",,,,,,PHMNL
AMRAUTMNL,"BANTE,CAMARODEN MACAANDAR",,,,,,PHMNL
TREARTDTM,TREND-ART,,,,,,DEDTM
SKAASSKNA,SKAVA ASSET INTEGRITY SPA SERVICIO DE INGENIERÍA E INSPECCIÓN TÉCNICA,,,,,,CLKNA
SPETIMLJU,SPEDICIJA TIM D.O.O.,,,,,,SILJU
SKCLOGMNL,SKC LOGISTICS INC,,,,,,PHMNL
RESOURMNL,RE-SOURCE MEDICAL TRADING CORP.,,,,,,PHMNL
OLIGREAMH,OLIVE GREEN CONTRACTING,,,,,,BHAMH
DSSJSCAFE,"DSS, JSC",,,,,,CZPRG
DIFEYESDF,DIFF EYEWEAR C/O FALCON FULFILLMENT,,,,,,USLUI
SIDELVCE,SIDEL S.P.A,,,,,,ITVCE
LEAMARAGT,LEADER MARINE S.A.,,,,,,GRAGT
MCMFAMRIP,MCMANIS FAMILY VINEYARDS,,,,,,USRIP
TCKGES,TCK INCORPORATED,,,,,,PHGES
IHLEMANUE,IHLEMANN GMBH,,,,,,DENUE
MVSPANCEB,MV SPAN ASIA 33,,,,,,PHCEB
ANAPHIMNL,ANAKO PHILIPPINES CORP.,,,,,,PHMNL
GENCHAMNL,GENEVIE CHAN CHUA,,,,,,PHMNL
JUBCUSMNL,JUBARENE CUSTOMS BROKERAGE,,,,,,PHMNL
MARFORMNL,MARGARITA FORES,,,,,,PHMNL
CALCARMNL1,CALCED CARMELITIERS INC.,,,,,,PHMNL
HANXINMFM,HAN XIN INDUSTRIAL AND COMMERCIAL LIMITED,,,,,,MOMFM
GRUTORUIO,GRUPO TORRES & TORRES,,,,,,ECUIO
RANCRIMNL,"RANCE, CRISTINA ALAYON",,,,,,PHMNL
DECMACRTM,DECKERS MACAU LIMITED,,,,,,NLRTM
GZLTRAAFE,GZL TRADING CORPORATION,,,,,,PHMNL
GUABAWCAN,GUANGDONG BAWEI BIOTECHNOLOGY CORPORATION,,,,,,CNGGZ
EFEENTMNL,EFE ENTERPRISES,,,,,,PHMNL
FOPSGPSIN,FOPPIANI SGP PTE LTD,,,,,,SGSIN
SIIUSAMDW,SIIX USA CORPORATION,,,,,,USCHI
ARTMXP,ART SPA,,,,,,ITMXP
ASSELEISL,ASSEMCORP ELEKTRONIK A.S,,,,,,TRIST
MALCORMNL,MALINTA CORRUGATED BOXES MANUFACTURING CORP.,,,,,,PHMNL
HEBENGBSL,HEBETEC ENGINEERING AG,,,,,,CHBSL
SHAXIAAFE,SHANGHAI XIASHU INTELLIGENT TECHNOLOGY CO. LTD,,,,,,CNSHA
FREVELMNL,MS. FREZT VELOSO,,,,,,PHMNL
TAKISHTAFE,TAKA ISHII GALLERY,,,,,,JPTYO
HEIBEVSDT,HEINEKEN BEVERAGES INTERNATIONAL,,,,,,ZASDT
ALBCHIHUE,ALBATRANS CHILE S.A.,,,,,,CLHUE
MCGEESLC,MCGEE AND CO,,,,,,USSLC
STMSAVAFE,STM SAVUNMA TEKN. MUH. TIC. AŞ,,,,,,TRANK
LSGINDMNL,LSG INDUSTRIAL & OFFICE PRODUCTS INC.,,,,,,PHMNL
IMMTUNGES,IMMANUEL TUNA TRADERS,,,,,,PHGES
AGRLASSCL,AGROINDUSTRIAL LAS TRES ERRE SPA,,,,,,CLSCL
DNSGLOSEL,DNS GLOBAL LTD.,,,,,,KRSEL
ORIRENMNL,ORIX RENTAL CORPORATION,,,,,,PHMNL
HANLINLNA,"HANGZHOU LINAN XITIANQI IMPORT&EXPORT CO.,LTD",,,,,,CNLNA
NATINDJKT,PT. NATURAL INDO COCONUT ORGANIK,,,,,,IDJKT
PRINATMNL,"PRIMA NATURA FOOD INT'L., INC.",,,,,,PHMNL
SUNCARSZX1,"SUN CARGO INTERNATIONAL (SHANGHAI) LTD., SHENZHEN BRANCH",,,,,,CNSNZ
PRILOGLFL,PRIME LOGISTICS,,,,,,USLFL
SANINTSIB,"SANDEN INTERCOOL 9 THAILAND) PUBLIC CO., LTD.",,,,,,THSIB
CLCNEWAFE,CLC NEW MATERIALS CO. LTD,,,,,,CNGUT
CCMIMPJNB1,CCMS IMPORT & EXPORT PTY LTD,,,,,,ZAJNB
OFFMAIWDH,OFFICE & MAILING AUTOMATION,,,,,,NAWDH
YKKZIPJKT,P.T. YKK ZIPPER INDONESIA,,,,,,IDJKT
SHASHISHA1,"SHANGHAI SHIYIN PHOTOELECTRIC INSTRUMENT CO., LTD.",,,,,,CNSHA
USNAFAAYS,US NAF ATSUGI,,,,,,JPAYS
DELAPPMNL,DELS APPAREL,,,,,,PHMNL
AGSMCI,AGS LLC,,,,,,USKCK
TETANUAFE,PT. TETUKO ANUGERAH NUSANTARA,,,,,,IDJKT
SUZJIUJSU,"SUZHOU JIUSHUO COMMERCIAL EQUIPMENT CO., LTD",,,,,,CNJSU
ANIARTAFE,ANINAGAN ART INITIATIVES INC,,,,,,PHMNL
JUSGLOCGK,PT JUSTINDO GLOBAL EKSPRES,,,,,,IDCGK
ENTLINDXB,ENTRUST LINES SHIPPING LTD,,,,,,AEDXB
PCPCONMNL,PCPC CONCEPCION,,,,,,PHMNL
FOUHANLAX,"FOUR HANDS, LLC",,,,,,USLAX
DIAINDMNL1,DIAMOND INDUSTRIAL SYSTEMS PROVIDER INC.,,,,,,PHMNL
NOVTRAMNL1,NOVUS TRANSACT PHILIPPINES CORPORATION,,,,,,PHMNL
BAUINTCHS,"BAUER INTERNATIONAL PURVEYORS, LLC",,,,,,USCHS
CALFAMMEL,CALABRIA FAMILY WINES PTY LTD,,,,,,AUMEL
APDSALMNL,APD SALES AND SERVICES INC.,,,,,,PHMNL
QMBBKK,QMB CO. LTD,,,,,,THBKK
MONLLAAFE,MONICA LLAMAS - GARCIA,,,,,,PHMKC
APPCONAKL,APPLIED CONVEYORS & POLYMERS LTD.,,,,,,NZAKL
