"Code","Shipper Name","Exporter Category","Default Currency","Country","Default Incoterm","Primary Address","Pick Address","Primary Contact","Default UNLOCO"
"PLAESPAGT","PLASTICOS ESPANOLES S A","","","","","","","","GRAGT"
"CHRDIOSIN","CHRISTIAN DIOR (SINGAPORE) PTE LTD.","","","","","","","","SGSIN"
"SAMELEMNL1","SAMSUNG ELECTRO-MECHANICS PHILS. CORP","","","","","","","","PHMNL"
"ZHOTIAZSN","ZHONGSHAN TIANMEI ELECTRICAL APPLIANCES CO.LTD.","","","","","","","","CNZSN"
"ASCPROPIB","ASCENDANT PROGRAM SERVICES LLC","","","","","","","","USURE"
"ZHOTOPPAA","ZHONGSHAN TOP PLUS FURNTIURE CO. LTD.","","","","","","","","CNNSA"
"JINDRI","JINSHI DRILL TECH CO., LTD.","","","","","","","","CNSHA"
"TRESCIPUC","TRENDATA SCIENCE SDN BHD","","","","","","","","MYPUC"
"VALVITCEB","VALVITO INC","","","","","","","","PHCEB"
"ARDINTSIN","ARDENT INTERNATIONAL PTE LTD","","","","","","","","SGSIN"
"ROMPHIMNL","ROMBE PHILIPPINES INC.","","","","","","","","PHMNL"
"PROCULFUZ","PROFIT CULTURAL & CREATIVE GROUP CORPORATION","","","","","","","","CNFUZ"
"LANDANSZP","LANGFANG DANMEI SECURITY EQUIPMENT CO. LTD.","","","","","","","","CNSZP"
"TECRESMNL","TECHIRON RESOURCES INC.","","","","","","","","PHMNL"
"LSELECANY","LS ELECTRIC CO.,LTD.","","","","","","","","KRANY"
"VOKBEVADL","VOK BEVERAGES","","","","","","","","AUADL"
"YOLISLC","YOLI, LLC","","","","","","","","USSLC"
"JINBAIXMG","JINJIANG BAIYIYI TRADING CO., LTD","","","","","","","","CNXMG"
"DONJIADGG","DONGGUAN JIANGQIAO HARDWARE PRODUCTS CO., LTD","","","","","","","","CNDGG"
"DONYALHUZ","DONGGUAN YALAN PACKING MATERIALS CO.,LTD.","","","","","","","","CNHUI"
"EVAASIPKG","EVAPTECH ASIA PACIFIC SDN BHD","","","","","","","","MYPKG"
"MACROLMNL","MACROLITE CORPORATION","","","","","","","","PHMNL"
"GOLRESAFE","GOLDEN RESOURCES AND ECOMATERIALS ENTERPRISES INC.","","","","","","","","PHCEB"
"GOLDSOMNL","GOLDSON COMPANY INCORPORATED","","","","","","","","PHMNL"
"FAMCARGRU","FAM CARGO BR LOGISTICA INTERNACIONAL LTDA","","","","","","","","BRGRU"
"CHRDIOSEL","CHRISTIAN DIOR COUTURE KOREA LTD.","","","","","","","","KRSEL"
"NINICOYIU","NINGBO ICOE COMMODITY CO. LTD.","","","","","","","","CNYIU"
"HANRUISZV","HANGZHOU RUILIN TECHNOLOGY CO., LTD.","","","","","","","","CNSZH"
"ALTCOMMNL","ALTA COMIDA INC.","","","","","","","","PHMNL"
"INLTRAAFE","INLAND TRANSPORT, INC","","","","","","","","USFLO"
"KINIMPZUH","KINGDA IMPORT & EXPORT TRADING LIMITED OF ZHONGSHAN","","","","","","","","CNZUH"
"FALLOGAMS","FALCON LOGISTICS B.V.","","","","","","","","NLAMS"
"HANTOOSZX","HANDY TOOLS (SHENZHEN) CO., LTD.","","","","","","","","CNSNZ"
"SOUGLOMNL","SOUTH GLOBAL CORPORATION","","","","","","","","PHMNL"
"APIGLOSIN1","API GLOBAL SINGAPORE PTE LTD","","","","","","","","SGSIN"
"XRACENAFE","XRAY CENTER GUVENLIK SISTEMLERI ANONIM SIRKETI","","","","","","","","TRIST"
"JUNEQUICN","JUNGSANG EQUIPMENT AND TECHNOLOGY CO.,LTD","","","","","","","","KRICN"
"ULTPLABKK","ULTRA PLAST ASIA CO. LTD.","","","","","","","","THBKK"
"DEEIND","DEEPBLUE INDUSTRIES PTE LTD","","","","","","","","SGSIN"
"PELPARSPQ","PELICAN PARTS","","","","","","","","USSPQ"
"TIAROATXG","TIANJIN ROADSAFE TECHNOLOGY CO., LTD.","","","","","","","","CNTXG"
"SINTRADXB","SINOON TRADING","","","","","","","","AEDXB"
"CANTOLGE2","CANTINA TOLLO S.C.A","","","","","","","","ITGE2"
"BEYLIGNSA","BEYSDA LIGHTING CO. LIMITED","","","","","","","","CNNSA"
"CONBRAROC","CONSTELLATION BRANDS U.S. OPERATIONS INC.","","","","","","","","USROC"
"DOLINTTAFE","DOLPHIN INTERNATIONAL EXHIBITION LOGISTICS CO., LTD.","","","","","","","","TWTPE"
"HDGINTSEL","HDGLOBAL INT CO.,LTD","","","","","","","","KRSEL"
"FONVERMNL","FONTERRA VERDE HOLDINGS INC.","","","","","","","","PHMNL"
"COCWONCZF","COCO WONDER","","","","","","","","FRCZF"
"PPGPMCMEM","PPG PMC","","","","","","","","USMEM"
"NOVBUICPH","NOVENCO BUILDING & INDUSTRY A/S","","","","","","","","DKCPH"
"HOLNAMCEB","HOLY NAME UNIVERSITY MEDICAL CENTER PERU DAYAG","","","","","","","","PHCEB"
"ASCFKB","ASC GMBH","","","","","","","","DEKAE"
"MENGEOKUL","MENARD GEOSYSTEMS SDN BHD","","","","","","","","MYKUL"
"HYSHUAPVG","HYSOL HUAWEI ELECTRONICS CO., LTD.","","","","","","","","CNPVG"
"HORCHIZHE","HORMEL (CHINA) INVESTMENT CO., LTD.","","","","","","","","CNZHE"
"SHEAZISZX","SHENZHEN A&Z INTERNATIONAL LOGISTICS CO., LTD","","","","","","","","CNSNZ"
"HSHEIKKHI","H SHEIKH NOOR-UD-DIN & SONS (PVT) LTD","","","","","","","","PKKHI"
"SUZSINSZV","SUZHOU SINKERY ELECTONIC TECHNOLOGY CO. LTD","","","","","","","","CNSZH"
"MINHWASIN","MIN HWA ENVELOPE MANUFACTURERS PTE. LTD","","","","","","","","SGSIN"
"ANBLEDHKG","ANBI LED LIGHTING COMPANY LIMITED","","","","","","","","HKHKG"
"SHAALLSAD","SHANDONG ALL WELL IMPORT AND EXPORT CO., LTD","","","","","","","","CNSAD"
"ZHASUNXMN","ZHANGZHOU SUNRISE PACIFIC PACKAGING CO., LTD","","","","","","","","CNXMN"
"HARSTAMNL","HARBOR STAR SHIPPING SERVICES INC - FMRLY. SEATOWS","","","","","","","","PHMNL"
"LWCOMPSIN","L&W COMPRESSORS + SYSTEMS PTE LTD.","","","","","","","","SGSIN"
"HANKEJSZV","HANGZHOU KEJIE WAREHOUSE EQUIPMENT CO.,LTD","","","","","","","","CNSZH"
"ARTCELMNL","ARTISAN CELLARS AND FINE FOODS INC","","","","","","","","PHMNL"
"KWILOGTAO","KWISE LOGISTICS(SHANDONG)CO.LTD","","","","","","","","CNQIN"
"ARCHINAFE","ARCHINECTIONS INC.","","","","","","","","PHMNL"
"LUPSPJ","LUPHER SP. JAWNA","","","","","","","","PLWLG"
"MACHERSYD","MACHER","","","","","","","","AUSYD"
"GLASYSMNL1","GLASCADE SYSTEM SPECIALIST INC.","","","","","","","","PHMNL"
"INNMONULN","INNER MONGOLIA SHU DU KAI DA FOOD CO., LTD.","","","","","","","","MNULN"
"ANAELEMNL","ANASCOMM ELECTRONICS SUPPLY CO.","","","","","","","","PHMNL"
"ADVMOLMNL","ADVANCED MOLDING COMPANY INC.","","","","","","","",""
"AEROSTMNL","AEROSTONE, INC.","","","","","","","",""
"AGPACIDVO","AG PACIFIC NUTRICEUTICALS CORPORATION","","","","","","","",""
"AGREXIDVO","AGRI EXIM GLOBAL PHILIPPINES, INC.","","","","","","","",""
"AJSOLUMNL","AJ SOLUTIONS PHILIPPINES CORP.","","","","","","","",""
"ALTGLOMNL","ALTA GLOBAL SERVICES, INC.","","","","","","","",""
"AOLHOMSFS","AOLLY HOME INC","","","","","","","",""
"APLLOGMNL","APL LOGISTICS PHILIPPINES, INC.","","","","","","","",""
"BANNAMMNL","BANDAI NAMCO PHILIPPINES INC.","","","","","","","",""
"BERINDCEB","BERBENWOOD INDUSTRIES, INC","","","","","","","",""
"BESCOOTPE","BEST COOPERATION ENTERPRISE CO., LTD.","","","","","","","",""
"CARMANMNL","CARATS MANUFACTURING INC","","","","","","","",""
"CASINTMNL","CASES INTERNATIONAL, PHILS. INC.","","","","","","","",""
"CATEMBCEB","CATALINA EMBROIDERIES, INC.","","","","","","","",""
"CCMINFCEB","CCM INFINI CORP.","","","","","","","",""
"CENDISMNL","CENTURY DISTRIBUTION SYSTEMS, INC.","","","","","","","",""
"CITMACMNL","CITIZEN MACHINERY PHILIPIPNES INC.","","","","","","","",""
"CJUNIWDVO","CJ UNIWORLD CORP.","","","","","","","",""
"COLRAIMNL","COLAS RAIL PHILIPPINES, INC.","","","","","","","",""
"CORPREMNL","CORONATION PREMIUM MANUFACTURING INC.","","","","","","","",""
"COSMANCEB","COSONSA MANUFACTURING INC","","","","","","","",""
"CAPHANMNL","CRUZ, RICHARD VIRATA","","","","","","","",""
"CSMPHIMNL","CSM PHILIPPINES INC.","","","","","","","",""
"CURINTMNL","CURREY INTERNATIONAL, INC.","","","","","","","",""
"CYMFINCEB","CYMRU FINE FURNITURE AND ACCESSORIES TRADERS","","","","","","","",""
"DSINDUMNL","D AND S INDUSTRIES (PHILIPPINES) CORPORATION","","","","","","","",""
"DLPREMMNL","D&L PREMIUM FOODS CORP.","","","","","","","",""
"DIDAWNMNL","D.I. DAWN PATROL MFG. CORP.","","","","","","","",""
"DOLPHIGES","DOLE PHILIPPINES, INC.","","","","","","","",""
"DONINEICN","DONG IN ENTECH CO. LTD.","","","","","","","",""
"DONINRMNL","DONG IN RECREATIONAL EQUIPMENT MFG. CORP.","","","","","","","",""
"DONSEUMNL","DONG SEUNG INCORPORATED","","","","","","","",""
"DUNINTMNL","DUNLOP INTERNATIONAL (PHILIPPINES) INC.","","","","","","","",""
"DURINDMNL","DURU'S INDUSTRIES CORPORATION","","","","","","","",""
"ELAMDSMNL","ELARAFA MDSG. CORP.","","","","","","","",""
"EXIELEMNL","EXITO ELECTRONICS CO., PHILS., INC.","","","","","","","",""
"FCOINTCEB","FCO INTERNATIONAL INC.","","","","","","","",""
"FILCHOMNL","FIL-CHOICE FOOD INDUSTRIES, INC.","","","","","","","",""
"FPFMNL","FPF CORPORATION","","","","","","","",""
"FUJINDBTG","FUJI INDUSTRIES MANILA CO.","","","","","","","",""
"GLOFOOMNL","GLOBAL FOODSOLUTIONS, INC.","","","","","","","",""
"GOLZONMNL","GOLDEN ZONE GARMENTS AND ACCESSORIES INC.","","","","","","","",""
"GOOMANSFS","GOOD MANUFACTURING (PH) LEATHERS INC","","","","","","","",""
"GREHOMCEB","GREENWOOD HOME DECOR INC.","","","","","","","",""
"GRUEMS","GRUPPO EMS, INC","","","","","","","",""
"HAMSPEHNL","HAMMERHEAD SPEARGUNS","","","","","","","",""
"HANEXPMNL","HANKYU HANSHIN EXPRESS PHILIPPINES, INC.","","","","","","","",""
"HANLOGMNL","HANKYU HANSHIN LOGISTICS PHILIPPINES, INC","","","","","","","",""
"HEIIMPMNL","HEINEN IMPORT & EXPORT (HEINIMEX) CORP.","","","","","","","",""
"HELBABMNL","HELLO BABY GARMENT MANUFACTURING CORP.","","","","","","","",""
"HOMEDICEB","HOME EDITION MANUFACTURING CORP.","","","","","","","",""
"HONKONMNL","HONG KONG OPTICAL LENS PHIL LABORATORY INC","","","","","","","",""
"INTMICMNL","INTEGRATED MICRO-ELECTRONICS INC.","","","","","","","",""
"IONEMIMNL","IONICS EMI, INC.","","","","","","","",""
"JALARTAFE","JALIKEE ARTS AND CRAFT","","","","","","","",""
"JAMMARCEB","JAMAICA MARKETS CORPORATION","","","","","","","",""
"JANMINCEB","JANICE MINOR EXPORT, INC.","","","","","","","",""
"JAYJAMMNL","JAY & JAMES SCRAP TRADING","","","","","","","",""
"JDMFURMNL","JDM FURNISHINGS","","","","","","","",""
"JEHTRADVO","JEHU TRADING CORP.","","","","","","","",""
"JOLFOOMNL2","JOLLIBEE FOODS CORPORATION","","","","","","","",""
"KFNUTRDVO","KF NUTRI-FOODS INTERNATIONAL, INC.","","","","","","","",""
"KINELEMNL","KINPO ELECTRONICS (PHILS.) INC.","","","","","","","",""
"LAROSEMNL","LA ROSE NOIRE PHILIPPINES, INC.","","","","","","","",""
"LENMANCEB","LENBERT MANUFACTURING, INC.","","","","","","","",""
"LOBRUMMNL","LOBBY RUM INC.","","","","","","","",""
"LPPTRADVO","LPP TRADING CORP.","","","","","","","",""
"LUCINNMNL","LUCKY INNOVATIVE MANUFACTURING CORP.","","","","","","","",""
"MACNELMNL","MAC-NELS LINE, INC.","","","","","","","",""
"MAGLINMNL","MAGIC LINE CORPORATION","","","","","","","",""
"MANHANMNL","MANEX HANDICRAFT INC.","","","","","","","",""
"MARMANAFE","MARIGOLD MANUFACTURING CORPORATION","","","","","","","",""
"MARIGOMNL","MARIGOLD MANUFACTURING CORPORATION","","","","","","","",""
"MASPHICEB","MASTERCRAFT PHILIPPINES, INCORPORATED","","","","","","","",""
"MEHITACEB","MEHITABEL, INC.","","","","","","","",""
"METWEACEB","METRO WEAR INC.","","","","","","","",""
"MIANROMNL","MIANRO INC","","","","","","","",""
"MKTHEMMNL","MK THEMED ATTRACTIONS PHILIPPINES INC.","","","","","","","",""
"MOUINSMNL","MOUNTAINEERING INSTRUMENTS CORP.","","","","","","","",""
"MULTEKMNL","MULTI-TEK FASTENERS INCORPORATED","","","","","","","",""
"MUMCORMIC","MUMBAKI CORP.","","","","","","","",""
"NATCARMNL","NAPA, FELIPE NOE JR. MORIN","","","","","","","",""
"NATAERMNL","NATURA AEROPACK CORPORATION","","","","","","","",""
"NEWERACEB","NEW ERA INTERNATIONAL CARGO HANDLING INC.","","","","","","","",""
"OOCLOGMNL","OOCL LOGISTICS PHILIPPINES, INC","","","","","","","",""
"OUTFIVMNL","OUTBACK FIVE STAR CLARK PHILS., INC.","","","","","","","",""
"PBVALIAFE","P & B VALISES ET COMPAGNIE INC.","","","","","","","",""
"PAUYUPCEB","PAUL-YU PHILIPPINES CORPORATION","","","","","","","",""
"PHIGREMNL","PHIL GREEN PLASTICS, CORPORATION","","","","","","","",""
"PHIBATMNL","PHILIPPINE BATTERIES INC.","","","","","","","",""
"PHITREMNL","PHILIPPINE TREASURES, INC.","","","","","","","",""
"PHIJINSFS","PHILIPPINES JINBOWAY TECHNOLOGY LRD. CORP.","","","","","","","",""
"PHILPACGY","PHILPACK","","","","","","","",""
"PIVHAWMNL","PIVOT- HAWKS MANILA, INC","","","","","","","",""
"PIXTRAMNL","PIXCEL TRANSGLOBAL FOODS, INC.","","","","","","","",""
"PRIMHKHKG","PRIMEDECO HK LIMITED","","","","","","","",""
"PONLEAMNL","PONDEROSA LEATHER GOODS CO., INC.","","","","","","","",""
"PROINTMNL","PROFOOD INTERNATIONAL CORP.","","","","","","","",""
"PROINTCEB","PROFOOD INT'L CORP.","","","","","","","",""
"REATECMNL","READORE TECHNOLOGY PHILS. CORPORATION","","","","","","","",""
"REBGLOMNL","REBISCO GLOBAL FOOD VENTURES INCORPORATED","","","","","","","",""
"ROSFASMNL","ROSARIO FASTENERS CORPORATION","","","","","","","",""
"ROXSIGAFE","ROXAS SIGMA AGRIVENTURES, INC.","","","","","","","",""
"RYVTRACEB","RYVILLE'S TRADING","","","","","","","",""
"SANMETMNL","SANTINE METAL INDUSTRIES INC.","","","","","","","",""
"SAWOCEB","SAWO INC.","","","","","","","",""
"SCOMFGMNL","SCOUT MFG. INDUSTRIAL INC.","","","","","","","",""
"SEACANMNL","SEATRADE CANNING CORPORATION","","","","","","","",""
"SERPHIMNL","SERCOMM PHILIPPINES INC","","","","","","","",""
"SHAPIZMNL1","SHAKEY'S PIZZA ASIA VENTURES INC","","","","","","","",""
"SHEARTMNL","SHELL ARTS CO., INC.","","","","","","","",""
"SHEARTAFE","SHELL ARTS COMPANY, INC.","","","","","","","",""
"SHECOTMNL","SHELMED COTTAGE TREASURES","","","","","","","",""
"SHEBIOCEB","SHEMBERG BIOTECH CORPORATION","","","","","","","",""
"SHIPHIMNL","SHIMANO (PHILIPPINES) INC.","","","","","","","",""
"SHORECMNL","SHORECRAFT","","","","","","","",""
"SOLPANMNL","SOLARIS PANABO CORP.","","","","","","","",""
"SUMGLOMNL","SUMOSYS GLOBAL INC.","","","","","","","",""
"SUNELEMNL2","SUNON ELECTRONICS PHILIPPINES CORP","","","","","","","",""
"SUPPHIMNL","SUPERL PHILIPPINES INC.","","","","","","","",""
"SUPCOCMNL","SUPERSTAR COCONUT PRODUCTS CO., INC.","","","","","","","",""
"THSHOPMNL","T&H SHOPFITTERS CORPORATION","","","","","","","",""
"TAIFONMNL","TAI FONG LONG INTERNATIONAL CO., LTD.","","","","","","","",""
"TAMINDMNL","TAMILEE INDUSTRIES, INC","","","","","","","",""
"TERPHICEB","TERADYNE PHILIPPINES LTD.","","","","","","","",""
"TERCOTMNL","TERRA COTTA ART WORKS, INC.","","","","","","","",""
"THEMICAFE","THEMICS PHILIPPINES, INC.","","","","","","","",""
"THETECTPE","THERMALTAKE TECHNOLOGY CO., LTD","","","","","","","",""
"TIDPHIMNL","TIDESOLAR PHILIPPINES CORPORATION","","","","","","","",""
"TIGRESMNL","TIGER RESORT, LEISURE AND ENTERTAINMENT, INC.","","","","","","","",""
"TMAPHIMNL","TMA GROUP PHILIPPINES INC","","","","","","","",""
"TNPHILMNL","TN PHILIPPINES, INC.","","","","","","","",""
"TNPINDMNL","TNP INDUSTRIAL INC.","","","","","","","",""
"TOPPLAMNL","TOPLUN PLASTIC CORPORATION","","","","","","","",""
"WEAVEAFE","WEAVEMANILA INC.","","","","","","","",""
"ADWKORSEL","ADWIN KOREA CORPORATION","","","","","","","","KRPUS"
"AFBINTMFM","AFB INTERNATIONAL","","","","","","","","KRPUS"
"AKAENTSHA","AKAN ENTERPRISE GROUP (SHANGHAI) CO., LTD","","","","","","","","KRPUS"
"ALBATRSYD","ALBATRANS PTY LTD.","","","","","","","","KRPUS"
"ALBFRAFOS","ALBATRANS FRANCE SARL","","","","","","","","KRPUS"
"ALBINTWVI","ALBATRANS INTERNATIONAL FREIGHT FORWARDERS","","","","","","","","USLGB"
"ALBSPABCN","ALBATRANS SPAIN OB","","","","","","","","USLAX"
"ALEABODFW","ALEXA ABOITIZ","","","","","","","","USLGB"
"ALPHEABKK","ALPHA GROUP CO. LTD (HEAD OFFICE)","","","","","","","","USLGB"
"ALRAHIKHI","AL RAHIM TEXTILE INDUSTRIES LIMITED","","","","","","","","USLGB"
"ALSRAIGOT","ALSTOM RAIL SWEDEN AB","","","","","","","","USLGB"
"AMAHEAAMD","AMANTA HEALTHCARE LIMITED","","","","","","","","USLGB"
"AMEINTSHK","AMEFA INTERNATIONAL LIMITED","","","","","","","","MOMFM"
"AMEMETMDW","AMERICAN METALCRAFT INC.","","","","","","","","USLGB"
"ANCCOLSHA","ANCOR(SHANGHAI)COSMETICS CO.,LTD.","","","","","","","","USLGB"
"ANCLIGNSA","ANCHENG LIGHTING CO. LTD.","","","","","","","","MOMFM"
"ANGMANSIN","ANGEL MANUFACTURING SINGAPORE PTE. LTD.","","","","","","","","MOMFM"
"ANHHESSHA","ANHUI HESHUN ENVIRONMENTAL TECHNOLOGY GROUP CO., LTD","","","","","","","","MOMFM"
"ANJBAISHA","ANJI BAILUN FURNITURE FACTORY","","","","","","","","MOMFM"
"ANJBAOSHA","ANJI BAOYOU FURNITURE CO LTD","","","","","","","","MOMFM"
"ANJFUHSHA","ANJI FUHE FURNITURE CO LTD","","","","","","","","CNSHG"
"ANTLUPRMI","ANTONIO LUPI DESIGN SPA","","","","","","","","AUADL"
"ANYFLONBG","ANYWAY FLOOR CO. LTD.","","","","","","","","AUADL"
"AOBPROEWR","AOB PRODUCTS COMPANY","","","","","","","","AUADL"
"AOKINDGUT","AOK INDUSTRIAL COMPANY LIMITED","","","","","","","","AUSYD"
"AOSSMANBG","AOSE SMART TECH HEBEI CO., LTD.","","","","","","","","FRFOS"
"APABATBKK","APAISER BATHWARE (THAILAND) COMPANY LIMITED","","","","","","","","AUADL"
"APPCONAKL","APPLIED CONVEYORS & POLYMERS LTD.","","","","","","","","AUADL"
"APTSINAFE","APT SHOWFREIGHT (S) PTE LTD","","","","","","","","ESVLC"
"ARNKORKUV","ARNEG KOREA CO., LTD","","","","","","","","USDAL"
"AROMOPKLA","ARONA MOP PRODUCTS MANUFACTURING SDN BHD","","","","","","","","THBKK"
"AROSERTLX","AROMO SERVIEXPORT LTDA.","","","","","","","","PKKHI"
"ASIAGRBKK","ASIATIC AGRO INDUSTRY CO., LTD.","","","","","","","","PKKHI"
"ASICOCCTN","ASIA COCONUT PROCESSING JOINT STOCK COMPANY","","","","","","","","SEGOT"
"ASIPIOKOP","ASIA PIONEER ENTERTAINMENT LIMITED","","","","","","","","INMUN"
"ASSABLSIN","ASSA ABLOY ENTRANCE SYSTEMS SINGAPORE PTE LTD","","","","","","","","INAMD"
"AURLABBOM","AUROCHEM LABORATORIES (I) PVT. LTD","","","","","","","","HKHKG"
"BALPHABLR1","BAL PHARMA LIMITED","","","","","","","","TWKHH"
"BAZTIEXGG","BAZHOU TIEQIAO FURNITURE CO., LTD","","","","","","","","CNSHG"
"BBRAUNMLS","B. BRAUN AVITUM AG","","","","","","","","CNNSA"
"BBRAVIMLS","B.BRAUN AVITUM AG BLANKREUTESTRASSE 6","","","","","","","","SGSCT"
"BEAINSINC","BEAUTY INSIDE","","","","","","","","SGSCT"
"BEIAEOXTG","BEIJING AEONMED CO LTD","","","","","","","","DEHAM"
"BENJAZSIN","BENTZ JAZ SINGAPORE PTE LTD. ENTERPRISE HUB","","","","","","","","CNNBG"
"BESBETJHB","BEST-BETECK FURNITURE SDN BHD","","","","","","","","CNSHG"
"BESSMASZX","BESAFE SMART LOGISTICS CO., LTD","","","","","","","","CNSHG"
"BETFUERIC","BETA FUEL SYSTEMS","","","","","","","","CNSHG"
"BETWORLGB","BETTER WORLD BOOKS","","","","","","","","CNSHG"
"BINDERTUT","BINDER GMBH","","","","","","","","CNSHG"
"BIOLIFJHB","BIOFACT LIFE SDN BHD","","","","","","","","CNSHG"
"BIOMAKTNA","BIOBASE MAKE TRADING CO., LTD.","","","","","","","","CNSHG"
"BMKBCN","BMK CO., LTD","","","","","","","","CNSHG"
"BNGMEDSHK","BNG MEDICAL INSTRUMENT CO. LTD.","","","","","","","","ITGOA"
"BODFERMVD","BODEGAS FERNANDO CASTRO SL","","","","","","","","CNNBG"
"BONCASCAO","BONTEMPI CASA B4 LIVING SRL","","","","","","","","USEWR"
"BORGENKWN","BORICH GENERAL ELECTRIC CO., LIMITED","","","","","","","","CNHUI"
"BRIDGETYO","BRIDGESTONE CORPORATION","","","","","","","","CNNBG"
"BRITAHKG","BRITA HONG KONG LIMITED","","","","","","","","THBKK"
"BUTBUDRAC","BUTTER BUDS FOOD INGREDIENTS","","","","","","","","INNSA"
"CAMBIOKHH","CAMAO BIOTECH CO., LTD","","","","","","","","SGSIN"
"CANSHEWNZ","CANGNAN SHENGFENG COTTON PRODUCTS CO.LTD","","","","","","","","SGSIN"
"CAPELESZP","CAPXON ELECTRONIC (SHEN ZHEN) CO., LTD.","","","","","","","","SGSIN"
"CASCUEMEX","CASA CUERVO, S.A. DE C.V","","","","","","","","KRPUS"
"CCINTESEL","C&C INTERNATIONAL CO., LTD.","","","","","","","","MYKLA"
"CELPHAMUB","CELOGEN PHARMA PVT. LTD.","","","","","","","","MYKLA"
"CERCAESPE","CERAMICHE CAESAR SPA","","","","","","","","CLVAP"
"CHAAERCGS","CHANGSU AERTAI IMPORT AND EXPORT CO., LTD.","","","","","","","","THLCH"
"CHAJINCZX","CHANGZHOU JINLIYUAN MEDICAL DEVICES CO, LTD.","","","","","","","","VNSGN"
"CHAKMSQDG","CHANGZHOU KMS INTERNATIONAL TRADE CO LTD","","","","","","","","SIKOP"
"CHASINCSX","CHANGSHA SINOCARE INC.","","","","","","","","CNSHG"
"CHAYANCZX","CHANGZHOU YANGTSE INTERNATIONAL TRADE","","","","","","","","INNSA"
"CHESEACTU","CHENGDU SEACROSS PHARMA TECHNOLOGY","","","","","","","","INBLR"
"CHIHUNLAX","CHILDREN'S HUNGER FUND","","","","","","","","INBLR"
"CHISULATL","CHILEWICH SULTAN LLC","","","","","","","","INBLR"
"CIBLIFJAX","CIBES LIFT AB ( JIANGXING) COMPANY LIMITED","","","","","","","","CNXGA"
"CIMMICZMA","CIMENTART MICROCEMENT SL","","","","","","","","CNXGA"
"CISPHAJII","CISEN PHARMACEUTICAL CO., LTD.","","","","","","","","DEHAM"
"CKDSINAFE","CKD SINGAPORE PTE LTD","","","","","","","","DEBRV"
"CLAAUSCHD","CLARIANT (AUSTRALIA) PTY LTD.","","","","","","","","DEBRV"
"COLCOSHKG","COLORNOW COSMETIC LIMITED","","","","","","","","DEHAM"
"CONCONHUA","CONLIGHT CONNECTOR ELECTRONIC CO LTD","","","","","","","","DEBRV"
"COPCLIJSU","COPELAND CLIMATE TECHNOLOGIES (SUZHOU) CO., LTD","","","","","","","","DEBRV"
"COSINDJKT","PT COSMAX INDONESIA","","","","","","","","DEHAM"
"COSMAXSEL","COSMAX INC","","","","","","","","DEHAM"
"CRABTRSOU","CRABTREE","","","","","","","","DEHAM"
"CRAFCOCHD","CRAFCO INC","","","","","","","","DEHAM"
"CRUHOSMEL","CRUSADER HOSE PTY LTD","","","","","","","","DEHAM"
"CURINTBAL","CURE INTERNATIONAL","","","","","","","","DEHAM"
"CURKULAFE","CURIO PACK SDN BHD","","","","","","","","DEHAM"
"CURTPEAFE","CURIO PACK EXPO CO., LTD.","","","","","","","","DEHAM"
"CUSESSNYC","CUSTOM ESSENCE","","","","","","","","DEHAM"
"DELIMODUS","DELIMON GMBH","","","","","","","","DEBRV"
"DERTUMAFE","DEREK TUMALA","","","","","","","","DEBRV"
"DESCOLSIN","DESIGN COLLECTION PTE. LTD.","","","","","","","","DEBRV"
"DESYBOJER","DESTILADORES Y BODEGUEROS, S.L.","","","","","","","","DEHAM"
"DHLGLOAFE","DHL GLOBAL EVENT LOGISTICS GMBH","","","","","","","","DEHAM"
"DILCEYCMB","DILMAH CEYLON TEA COMPANY PLC","","","","","","","","DEHAM"
"DIRINDCGQ","DIRUI INDUSTRIAL CO., LTD","","","","","","","","DEHAM"
"DISHEAFBD","DISPOSAFE HEALTH AND LIFE CARE LTD.","","","","","","","","DEHAM"
"DISPROLAX","DISTRIBUTORS PROCESSING","","","","","","","","DEHAM"
"DONFILSIN","DONALDSON FILTRATION (ASIA PACIFIC) PTE LTD.","","","","","","","","DEBRV"
"DONZHOSZX1","DONGGUAN ZHONGLI INSTRUMENT TECHNOLOGY CO. LTD","","","","","","","","DEBRV"
"DOXALISLI","DOX-AL ITALIA S.P.A","","","","","","","","DEBRV"
"DURDENHAM","DURR DENTAL SE","","","","","","","","DEHAM"
"EAGLEASHA","EAGLE LEADER INTERNATIONAL LIMITED","","","","","","","","DEHAM"
"EASTINHKG","EASTING LIMITED","","","","","","","","DEHAM"
"ECAMEDSHA","ECAN MEDICAL CO LTD","","","","","","","","DEHAM"
"EDAINSSZX","EDAN INSTRUMENTS, INC","","","","","","","","DEHAM"
"EFLEXSWNI","E-FLEX SMT MICROSYSTEMS CO., LTD","","","","","","","","KRPUS"
"ELAMALKUA","ELANTAS MALAYSIA SDN.BHD","","","","","","","","KRPUS"
"ELIINTTPE","ELIZ INTERNATIONAL FURNITURE CO., LTD","","","","","","","","KRPUS"
"EMAGIAGOA","EMAR GIANNOBI SRL","","","","","","","","KRPUS"
"ENERGIMOD","ENERGIEKER","","","","","","","","CNXGA"
"ENESYSSIN","ENERGY SYSTEMS TRANSNATIONAL PTE LTD.","","","","","","","","USRAC"
"EONSYSSUN","EONMETALL SYSTEMS SDN BHD","","","","","","","","MYPGU"
"EPEQUISZV","EP EQUIPMENT CO.,LTD.","","","","","","","","CNSZX"
